,index,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
1593,49235,,VERNON,,,,,,,,,,,,
1594,49236,,NEW HARTFIRD,,,,,,,,,,,,
1595,49252,,STAFFORD,,,,,,,,,,,,
1596,49256,,VERNON,,,,,,,,,,,,
1597,49277,,VERNON,,,,,,,,,,,,
1598,49333,,VERNON,,,,,,,,,,,,
1599,49356,,WETHERSFIELD,,,,,,,,,,,,
1600,49443,,"STAFFORD SPRINGS,",,,,,,,,,,,,
1601,49456,,GREENWICH,,,,,,,,,,,,
1602,49462,,MADISON,,,,,,,,,,,,
1603,49482,,GLASTONBURY,,,,,,,,,,,,
1604,49512,,NEW HAVEN,,,,,,,,,,,,
1605,49516,,"MANCHESTER,",,,,,,,,,,,,
1606,49560,,,,,454113.0,,,,,,,,,
1607,49567,,NEW BRITAIN,,,,,,,,,,,,
1608,49601,,STONINGTON,,,,,,,,,,,,
1609,49624,,WILTON,,,,,,,,,,,,
1610,49649,,NEW HEAVEN,,,,,,,,,,,,
1611,49702,,GROTON,,,,,,,,,,,,
1612,49706,,SIMSBURY,,,,,,,,,,,,
1613,49737,,EAST HAVEN,,,,,,,,,,,,
1614,49763,,HAMDEN,,,,,,,,,,,,
1615,49852,,NEW HAVEN,,,,,,,,,,,,
1616,49855,,NEW BRITTAIN,,,,,,,,,,,,
1617,49858,,VERNON,,,,,,,,,,,,
1618,49874,,W HARTFORD,,,,,,,,,,,,
1619,49879,,VERNON,,,,,,,,,,,,
1620,49887,,HAMDEN,,,,,,,,,,,,
1621,49912,,VERNON,,,,,,,,,,,,
1622,50035,,BRANFORD,,,,,,,,,,,,
1623,50074,,"FARIFIELD,",,,,,,,,,,,,
1624,50081,,WILTON,,,,,,,,,,,,
1625,50084,,HARTFORD,,,,,,,,,,,,
1626,50119,,WOODBRIGE,,,,,,,,,,,,
1627,50143,,VERNON,,,,,,,,,,,,
1628,50151,,OLD SAYBROOK,,,,,,,,,,,,
1629,50206,,KENSINGTON,,,,,,,,,,,,
1630,50212,,KENSINGTON,,,,,,,,,,,,
1631,50232,,EAST NORWALK,,,,,,,,,,,,
1632,50284,,WEST HARDFORD,,,,,,,,,,,,
1633,50308,,WARREN,,,,,,,,,,,,
1634,50313,,EAST HAVEN,,,,,,,,,,,,
1635,50330,,SOUTH WINDSOR,,,,,,,,,,,,
1636,50363,,KILLINGLY,,,,,,,,,,,,
1637,50367,,BEACONFALLS,,,,,,,,,,,,
1638,50399,,EAST HAVEN,,,,,,,,,,,,
1639,50424,,,,8850.0,,,,,,,,,,CT - 12
1640,50456,,STAMFORD  CT,,,,,,,,,,,,
1641,50587,,BRANFORD,,,,,,,,,,,,
1642,50599,,"BRANFORD, CT",,,,,,,,,,,,
1643,50604,,NEW HAVEN,,,,,,,,,,,,
1644,50613,,MANCHESTER,,,,,,,,,,,,
1645,50627,,MANCHESTEE,,,,,,,,,,,,
1646,50634,,,,,,,,,,,,,PeoplesBank,
1647,50661,,,,,541712.0,,,,,,,,,
1648,50677,,E HARTFORD,,,,,,,,,,,,
1649,50679,,VERNON,,,,,,,,,,,,
1650,50696,,VERNON,,,,,,,,,,,,
1651,50699,,WESTBROOK,,,,,,,,,,,,
1652,50726,,"DEEP RIVER, CT",,,,,,,,,,,,
1653,50739,,STORRS,,,,,,,,,,,,
1654,50757,,ROCKYHILL,,,,,,,,,,,,
1655,50765,,,,,454113.0,,,,,,,,,
1656,50822,,VERNON,,,,,,,,,,,,
1657,50824,,VERNON,,,,,,,,,,,,
1658,50828,,NEW PRESTON,,,,,,,,,,,,
1659,50859,,,,,532220.0,,,,,,,,,
1660,50935,,VERNON,,,,,,,,,,,,
1661,50949,,,,,541712.0,,,,,,,,,
1662,50987,,MYSTIC CT,,,,,,,,,,,,
1663,51004,,MANSFIELD,,,,,,,,,,,,
1664,51031,,"PORTLAND,",,,,,,,,,,,,
1665,51036,,SIMSBURY,,,,,,,,,,,,
1666,51074,,SOUTHINGTON,,,,,,,,,,,,
1667,51081,,LYME,,,,,,,,,,,,
1668,51118,,,,,541711.0,,,,,,,,,
1669,51127,,CT,,,,,,,,,,,,
1670,51164,,LISBON,,,,,,,,,,,,
1671,51175,,COLLINSVILLE,,,,,,,,,,,,
1672,51189,,VERNON,,,,,,,,,,,,
1673,51223,,WEST HARTFORD,,,,,,,,,,,,
1674,51296,,COLLINSVILLE,,,,,,,,,,,,
1675,51320,,WATERFORD,,,,,,,,,,,,
1676,51388,,VERNON,,,,,,,,,,,,
1677,51392,,VERNON,,,,,,,,,,,,
1678,51455,,COLLINSVILLE,,,,,,,,,,,,
1679,51468,,COLLINSVILLE,,,,,,,,,,,,
1680,51484,,NOANK,,,,,,,,,,,,
1681,51495,,MILFORD,,,,,,,,,,,,
1682,51498,,WETHERSFIELD,,,,,,,,,,,,
1683,51502,,FARMINGTON,,,,,,,,,,,,
1684,51510,,COLLINSVILLE,,,,,,,,,,,,
1685,51547,,WARREN,,,,,,,,,,,,
1686,51580,,GREENWICH,,,,,,,,,,,,
1687,51582,,BARKHAMSTED,,,,,,,,,,,,
1688,51616,,HUNTINGTON,,,,,,,,,,,,
1689,51633,,"HARTFORD,",,,,,,,,,,,,
1690,51680,,WATERBURY,,,,,,,,,,,,
1691,51683,,LEDYARD,,,,,,,,,,,,
1692,51717,,EAST HAVEN,,,,,,,,,,,,
1693,51747,,NEW HAVEN,,,,,,,,,,,,
1694,51763,,GRISWOLD,,,,,,,,,,,,
1695,51844,,NEWTOWN,,,,,,,,,,,,
1696,51859,,ESAST HAVEN,,,,,,,,,,,,
1697,51881,,VERNON,,,,,,,,,,,,
1698,51914,,MACHESTER,,,,,,,,,,,,
1699,51943,,HUNTINGTON,,,,,,,,,,,,
1700,52038,,WOLCOT,,,,,,,,,,,,
1701,52044,,"WETHERSFIELD,",,,,,,,,,,,,
1702,52089,,COLLINSVILLE,,,,,,,,,,,,
1703,52126,,KELLY BRAGDON,,,,,,,,,,,,
1704,52186,,WILTON,,,,,,,,,,,,
1705,52234,,WARREN,,,,,,,,,,,,
1706,52261,,LYME,,,452111.0,,,,,,,,,
1707,52324,,,,,452990.0,,,,,,,,,
1708,52329,,,,,532230.0,,,,,,,,,
